label	text_a
1	•  700  were  for  businesses  250  related  to  mass  gatherings​  •  Complaints  related  to  retail  businesses  not  having  contact  tracing  but  retail  businesses  are  not  required  customers  but  they  must  contact  trace  workers
1	There  is  no  one  in  New  Zealand  receiving  hospital-level  care  for  COVID-19.​  ​  The  total  number  of  confirmed  cases  of  COVID-19  is  now  1206  which  is  the  number  we  report  to  the  World  Health  Organization.
1	A  further  14  people  in  England  have  died  with  #coronavirus  in  hospitals  bringing  the  total  to  29676  according  to  NHS  England.  Follow  live  updates  as  daily  figures  start  to  come  in  👇  https://t.co/NyZLPJyfxM
0	COVID-19  TEST  a  FRAUD?
1	Our  default  logic  has  been  to  use  the  "positive"  cases  only  rather  than  positive  and  suspected.  But  on-the-ground  reporting  shows  that  both  buckets  of  patients  create  strain  on  the  hospital  system.  Until  someone  has  tested  negative  PPE  and  caution  must  be  used.
1	Our  daily  update  is  published.  We’ve  now  tracked  14.6  million  tests  up  441k  from  yesterday  a  new  single  day  high.  Note  that  we  can  only  track  tests  that  a  state  reports.  For  details  see:  https://t.co/PZrmH4bl5Y  https://t.co/EkFfH8Igd0
1	As  per  @MoHFW_INDIA  guidelines  on  disinfection  of  common  public  places  including  offices  it  1%  sodium  hypochlorite  or  phenolic  disinfectants  is  recommended  for  disinfection:  https://t.co/5VMDW4hr4r  #COVID19  #COVID__19  #COVID  #COVID_19  #COVIDー19  #coronavirus  #CoronavirusIndia  https://t.co/j5ojHdbZWx
1	75  countries  which  would  finance  the  #COVID19  vaccines  from  their  own  public  finance  budgets  partner  with  90  lower-income  countries  that  could  be  supported  through  voluntary  donations.  Together  these  countries  represent  over  60%  of  the  🌐’s  population.  https://t.co/BZVNdGpeLl
1	Here’s  what’s  going  on.  As  states  switch  from  the  long-established  CDC  system  to  the  new  HHS  one  some  hospitals  appear  to  be  having  trouble  reporting  their  numbers.  That  led  both  Texas  and  California  to  place  advisories  on  their  dashboards.  https://t.co/fbq1Su5Nz2
0	Brahmins  (a  Higher  Indian  Caste)  chopped  off  a  girl's  tongue  as  an  offering  to  God  to  prevent  COVID-19  infection.
0	Garlic  will  prevent  coronavirus  infection!  There  is  no  evidence  that  it  can  protect  people  from  COVID-19  but  did  you  ask  for  evidence  before  believing  this  forward?  Ask  for  evidence  as  soon  as  you  see  a  WhatsApp  forward  and  tell  the  sender  #MainBhiNewschecker  #coronavirusFacts  https://t.co/EHsOOLczKo
1	Right  now  our  model  shows  that:  📉4  states  have  reduced  risk  in  re-opening.  21  have  moderate  risk  in  re-opening  📈25  have  elevated  risk  in  re-opening.  Find  out  more  about  your  state  and  county  at  covidactnow.orghttps://t.co/ymdCwfq4uH  https://t.co/CkRbik9B9H
0	November  2019  job  listing  for  a  quarantine  advisor  at  the  Centers  for  Disease  Control  and  Prevention  prove  the  government  knew  the  COVID-19  would  hit  United  States.
1	325  new  cases  of  #COVID19Nigeria;  Lagos-87  FCT-49  Gombe-28  Ebonyi-20  Plateau-19  Kwara-18  Enugu-17  Imo-12  Rivers-12  Kaduna-11  Ogun-10  Edo-9  Oyo-9  Ondo-8  Osun-8  Ekiti-4  Borno-1  Kano-1  Bauchi-1  Nasarawa-1  48770  confirmed  36290  discharged  974  deaths  https://t.co/0SI1CE4DAR
0	*WORLD  HEALTH  ORGANISATION  PROTOCOL&PROCEDURE  OF  LOCKDOWN  PERIODS  FOR  CONTROLLING  ON  MOST  DANGEROUS  VIRUS*
1	We  apologise  to  the  Government  of  Ekiti  State  for  this  error.  We  remain  committed  to  improving  our  quality  control  processes  to  ensure  accurate  and  transparent  reporting  of  cases  https://t.co/c6yPex9khE
0	True  that!!  This  is  an  imp  piece  of  info.      If  You're  planning  to  order  FabiFlu  online,  favipiravir-#DCGI  approved  medication  for  the  treatment  of  mild  #Covid19,  you  need  to  upload  the  docs  prescription  sheet  during  shopping  cart  checkout.    #IndiaFightsCorona  #OdishaFightsCorona  https://t.co/8PZlfpxJWG
1	Yemen  is  currently  suffering  from  three  emergencies  -  the  war  the  hunger  and  the  #coronavirus.'  Disasters  Emergency  Committee's  Saleh  Saeed  says  1  in  4  people  who  contract  #COVID19  in  Yemen  die  -  one  of  the  highest  death  rates  in  the  world.  https://t.co/EGxh9lRg15  #Breakfast  https://t.co/yHkLH8E8ue
1	For  now  we've  unfrozen  all  states  hospitalization  data  and  you'll  see  a  drop  of  2000  in  the  national  statistics.  Please  read  the  post  above  for  context  on  this  number  and  the  new  ones  from  HHS.  https://t.co/Vt9bp9M1wd
1	Boris  Johnson  announced  a  range  of  new  #COVID19  restrictions  -  and  warned  they  could  be  in  place  for  six  months.  Get  more  on  the  latest  measures  here:  https://t.co/Gwo9RI1HQK  https://t.co/uUKVxHEDpk
1	Testing  a  #COVID19  drug  will  determine  if  an  emergency  use  authorization  comes  by  late  fall.  https://t.co/sJeH3NLUEf  via  @WebMD
1	Rural  Health  Partners:  Be  sure  to  join  a  webinar  tomorrow  at  4  pm  ET  for  updated  #COVID19  guidance  with  public  health  practitioners  healthcare  providers  and  others  working  to  protect  the  health  of  rural  communities.  Register  here:  https://t.co/n0QVAReIIl.  https://t.co/9IqWJXhMN0
0	_A  video  of  a  girl  collapsing  in  a  store  because  she  was  affected  by  coronavirus._
1	Our  total  number  of  confirmed  cases  of  COVID-19  is  now  1464  which  is  the  number  we  report  to  the  World  Health  Organization.  ​  ​  Yesterday  our  laboratories  processed  5417  tests  bringing  the  total  number  of  tests  completed  to  date  to  910853.
0	NEWS!  Heavy  metal  fan  with  Coronavirus  is  down  with  the  sickness  https://t.co/qGikH06ApC  https://t.co/XLcM9YGATj
1	Florida  broke  New  York’s  7-day  average  record  for  cases  per  million  population  today.  Testing  capacity  is  obviously  much  much  greater  now  than  in  spring.  However  it’s  still  stunning  to  see  that  record  fall.  https://t.co/VGzrM6uWGW
0	.@GovRonDeSantis  claimed:  "I  would  do  press  events  in  May  I  would  never  be  asked  about  coronavirus.''  Press  conference  transcripts  show  his  claim  is  False.  https://t.co/2L2QxH0M45  https://t.co/XkRpcVQJXC
1	Its  role  in  coronavirus  severity  made  #VitaminD  this  week's  top  clinical  trend.  https://t.co/oJ2gKKhEMW  https://t.co/cVqDYe7LsB
1	@anjan1588  @COVIDNewsByMIB  @MoHFW_INDIA  @PMOIndia  @HMOIndia  @PIBHomeAffairs  @drharshvardhan  @PrakashJavdekar  @PIB_India  @DDNewslive  @airnewsalerts  @ndmaindia  The  Drugs  Controller  General  of  India  (DCGI)  has  also  permitted  two  indigenously  developed  vaccines  for  #COVID_19  one  developed  by  Bharat  Biotech  International  Ltd  in  collaboration  with  @ICMRDELHI  &amp;  another  by  Zydus  Cadila  Healthcare  Ltd  for  the  I&amp;II  phase  of  the  clinical  trial.
0	Italy  Spain  and  the  United  Kingdom  "present  zero  cases"  of  Covid-19  to  attract  tourists.
0	96.3%  of  the  deaths  registered  in  Italy  by  COVID-19  died  from  other  pathologies.
1	As  of  today  there  are  716  positive  #COVID19  cases  in  #Gurugram  #Haryana:  https://t.co/oZ9KCDrUAh  #COVID__19  #COVID  #COVID_19  #COVIDー19  #COVID19India  #COVIDUpdates  #coronavirus  #CoronaUpdates  #CoronavirusIndia  #CoronavirusUpdates  #CoronavirusPandemic  https://t.co/KwdjWE0TLT
0	Jair  Bolsonaro  has  the  new  coronavirus.
1	The  South  as  a  whole  looks  likely  to  cross  over  the  10%  positive  rate  on  the  200k+  tests  reported  per  day  in  the  region.  https://t.co/BPPI2niHDn
0	The  Empress  of  The  High  Seas  Cruise  Line  Is  Offering  Astonishingly  Amazing  Deals  On  Two  of  Their  Cru�  https://t.co/QF2GkhXhrD  #coronavirus
0	IACC  is  to  Autism  as  "X"  is  to  COVID  https://t.co/447cYfVImc
1	No  need  for  #COVID  testing  prior  to  discharge.  2nd  #RTPCR  test  is  done  only  in  severe  #COVID_19  cases  after  clinical  recovery.  Review  of  @ICMRDELHI  #Surveillance  data  indicated  that  after  initial  RTPCR  +ve  results  patients  became  -ve  after  median  duration  of  10  days.  (2/4)
1	#CoronaVirusUpdates:  #COVID19  testing  status  update:  @ICMRDELHI  stated  that  57239428  samples  tested  upto  September  13  2020  978500  sample  tested  on  September  13  2020  #StaySafe  #IndiaWillWin  https://t.co/awNpnMp4jv
1	@UNDICTION  It's  what  we  got  in  most  cases.  It's  extremely  difficult  to  backdate  in  that  way  unless  the  state  provides  a  full  historical  dataset  every  day.  We're  working  on  that  with  some  states.  -@alexismadrigal
0	Says  he  opposes  statewide  mask  order  because  it  would  require  him  to  ???wear  a  mask  in  my  house,  or  walking  my  dog.??�
1	There  are  now  2  categories  of  #COVID19  cases  in  the  US:  1)  Cases  detected  through  the  domestic  public  health  systems  and  2)  cases  among  people  who  were  repatriated  via  @StateDept  flights  from  Wuhan  (China)  &amp;  from  the  Diamond  Princess  cruise  ship  (Japan).  https://t.co/1ifchVQ9jm.
1	Forty-nine  new  cases  of  #COVID19  have  been  reported;  23  in  Lagos  12  in  FCT  10  in  Kano  2  in  Ogun  1  in  Oyo  1  in  Ekiti  As  at  10:40  pm  18th  April  there  are  542  confirmed  cases  of  #COVID19  reported  in  Nigeria.  Discharged:  166  Deaths:  19  #TakeResponsibility  https://t.co/W63s32Iuj7
1	As  at  04:00  pm  28th  March  there  are  89  confirmed  cases  1  death  For  a  breakdown  of  cases  by  states  in  real  time  please  see  https://t.co/zQrpNeOfet  Currently;  Lagos-  59  FCT-  14  Ogun-  3  Enugu-  2  Ekiti-  1  Oyo-  3  Edo-  2  Bauchi-  2  Osun-1  Rivers-1  Benue-  1
0	American  coronavirus  vaccine  killed  five  Ukrainians.
0	The  studies  initiated  by  the  "Military  Research  Institute"  transformed  the  form  of  virus  in  2018.
1	The  recommended  duration  of  quarantine  for  #COVID19  cases  is  up  to  14  days  from  the  time  of  exposure.  Kindly  refer  to  the  following  documents  for  details:  https://t.co/nzpxLnPDoF  &amp;  https://t.co/ZbRoOVI5ni  #COVID__19  #COVID  #COVID_19  #COVIDー19  #COVID19India  #Corona  #coronavirus  https://t.co/eU2yjqgwrU
0	NEWS!  Racists  furious  at  suggestion  they  should  wear  Muslim-style  face  veil  in  fight  against  deadly  coronavirus  https://t.co/VZNIX69SVh  https://t.co/HQ4p8k1GJp
0	"If  the  president  had  done  his  job,  had  done  his  job  from  the  beginning,  all  the  people  would  still  be  alive.  All  the  people.  I'm  not  making  this  up.  Just  look  at  the  data."
0	Bharat  Biotech's  COVID-19  vaccine  will  be  available  in  the  market  from  15  August,  according  to  a  letter  from  ICMR  about  fast-tracking  the  clinical  trials  of  the  vaccine.
1	The  rules  of  “seated  separated  single-server”  still  apply  for  hospitality  businesses  but  they  can  now  take  group  bookings  for  more  than  10  people.
0	An  "official"  mask  to  combat  the  novel  coronavirus  was  released.
0	Viral  video  shows  a  man  having  great  difficulty  breathing.  Even  the  medical  team  keeps  a  safe  distance  from  this  man.  These  videos  are  shared  as  a  patient  suffering  from  COVID-19.
1	Current  COVID-19  hospitalization  is  one  of  the  most  useful  data  points  we  have  for  measuring  the  pandemic’s  effects.  This  figure  has  been  rising  for  the  last  month  and  now  includes  Florida’s  hospital  data.  https://t.co/TRrpKtmquj
0	Relax,  I’m  6  feet  away  from  you  whining  “essential  workers”.  Go  ahead  and  take  my  picture,  I  don’t  need  to  wear  no  stupid  mask.  Covid  doesn’t  affect  anyone  under  10%  body  fat  BTW.  The  virus  is  only  killing  off  obese  people  who  never  lifted  weights  in  their  lives.
1	265  new  cases  of  #COVID19;  133-Lagos  34-Oyo  28-Edo  23-Ogun  22-FCT  6-Plateau  5-Kaduna  3-Borno  3-Niger  2-Kwara  2-Bauchi  2-Anambra  2-Enugu  7526  cases  of  #COVID19  in  Nigeria  Discharged:  2174  Deaths:  221  https://t.co/92btuBX9tv
1	Of  the  89  cases  in  the  community  88  are  linked  to  the  cluster  and  one  remains  under  investigation.  The  worker  from  St  Lukes  Mall  has  been  linked  to  the  current  outbreak  using  genome  sequencing.  However  there  is  no  confirmed  epidemiological  link  with  the  outbreak  yet.  (cont.)
1	As  of  April  8  48  US  states  &amp;  1  US  territory  report  some  community  spread  of  COVID-19.  Of  those  32  report  #COVID19  cases  are  widespread.  When  out  for  essential  trips  wear  a  cloth  face  covering  &amp;  keep  6+  ft  of  physical  distance  between  yourself  &amp;  others.  https://t.co/MCP09UDSPe  https://t.co/2wkTHuXkfU
1	Based  on  recommendations  from  @HarvardGH  and  others  we  need  to  be  doing  at  least  500k  tests  per  day  in  the  US.  Adjusted  for  population  that's  150  tests  per  100k  ppl.  Here  are  the  states  that  have  averaged  more  than  150  tests  per  100k  people  in  June.  https://t.co/r0Jh79y09e
0	A  large  country-randomized  controlled  trial  with  2.7  billion  people  shows  that  COVID-19  patients  treated  with  hydroxychloroquine  have  a  79.1%  lower  death  rate
1	@jjmalina  Yeah  we  would  be  extremely  cautious  with  using  the  outcomes  data  right  now.  There  are  a  lot  of  unknowns  and  we're  still  cleaning  the  data  with  queries  out  to  states.  -@alexismadrigal
1	If  you  have  a  fever  cough  or  certain  other  symptoms  you  might  have  #COVID19.  Most  people  have  mild  illness  and  are  able  to  recover  at  home.  If  you  think  you  may  have  been  exposed  to  COVID-19  contact  your  healthcare  provider.  Learn  more:  https://t.co/Dpn350BZrz.  https://t.co/ljWjxkp2MU
0	Pak  PM  Imran  Khan's  wife  tested  positive  for  COVID-19.
1	NEW:  Cruise  ship  travel  could  continue  to  introduce  transmit  or  spread  COVID-19.  @CDCDirector  has  extended  the  cruise  ship  No  Sail  Order.  See  the  latest  update:  https://t.co/Wda1FY8jAz  https://t.co/payyMdk5ke
0	The  very  popular  #WhatsApp  advisory  allegedly  from  @tatahealth  about  #homeMade  #COVID19  is  #FakeNews  .  We  #FactCheck  https://t.co/ckTmgyIE6d
1	This  week  CDC  received  15  models  to  forecast  possible  #COVID19  deaths  in  the  US.  As  of  May  25  the  forecasts  suggest  the  increase  in  total  number  of  deaths  to  continue  to  slow  but  exceed  115000  by  June  20.  Forecasts  vary  by  state  see  yours  here:  https://t.co/Ft6cgmaMPX.  https://t.co/F62t8cFf9T
0	???Canada  has  just  criminalized  all  CV19  measures  requiring  masks,  distancing,  quarantining  &  vaccines.??�
0	Princess  Cruises  offers  Navy  tips  on  Coronavirus  https://t.co/Xap8rTEwcv
1	UPDATE:  #Coronavirus  ➡️#COVID19  pandemic  could  disrupt  bed  net  distributions  &amp;  core  health  services  ➡️malaria  burden  could  more  than  double  in  2020  as  a  result  ➡️distribution  of  long-lasting  insecticide  treated  nets  essential  to  mitigate  risk  🔰Report  https://t.co/lcFch0FxCt  https://t.co/o7A8eigYct
0	PM  @ScottMorrisonMP  recently  said  a  #COVID19  vaccine  would  be  "as  mandatory  as  you  can  possibly  make  it".  But  what  does  that  mean?  Experts  we  spoke  to  said  it  was  unlikely  the  vaccination  could  be  forced  upon  the  population  in  Australia.  Here's  why:  https://t.co/8axB6BPplC  https://t.co/tb5CpYQiIr
1	RT  @DDIndialive:  #COVID19  Testing  Status:  ICMR  (@ICMRDELHI)  tests  a  total  of  144910  samples  from  130792  individuals  as  on  9th  April  202…
0	@Robbiedocs  @BrigCM123  @steven_reaney  @colstee  @OxfordEVCharger  @IsabelOakeshott  @Greyfoxp  @BorisJohnson  Yet  all  the  other  masks  have  one  thing  in  common.  A  one  way  valve  to  let  exhaled  air  out.  As  they  SEAL  to  you  facd  stopping  the  ingress  of  paint,  smoke,  bacteria  etc.  Yet  your  cloth  mask  does  none  of  these  and  is  supposed  to  stop  a  virus.  Lol  Give  your  head  a  good  wobble  mate
1	#IndiaFightsCorona:  A  testing  hub  in  #Lucknow  for  the  disease  has  recorded  the  shortest  average  time  to  process  samples  among  institutions  in  the  country.  Details  :  https://t.co/pCzzrDOcgM  #StaySafe  #IndiaWillWin  https://t.co/r5EoHSBycl
0	Trump  announces  Strategic  Toilet  Roll  Stockpile  https://t.co/yF7ZKTbFBw  #donaldtrump  #covid19  #toiletrollhorders  #strategicreserve
0	When  we've  eradicated  Covid-19,  can  we  get  started  on  the  morons?    Get  the  T-Shirt  HERE  &gt;&gt;&gt;  https://t.co/Ux4eNFMay1  https://t.co/wFzsXX3Bjk
1	#IndiaFightsCorona:  India's  Recovery  Rate  amongst  the  #COVID19  patients  has  further  improved  to  76.98%.  This  figure  is  demonstrating  a  continuous  progress.  The  number  of  recovered  cases  has  overtaken  the  active  cases  by  more  than  21  lakhs.  👉https://t.co/PB9CNrlSRz  https://t.co/yKXeUfWmEK
1	The  UK  faces  a  "tipping  point"  where  "more  restrictive  measures"  could  be  brought  in  to  slow  the  spread  of  #coronavirus  the  health  secretary  has  told  Sky  News  https://t.co/txCK6m8Hvp
1	RT  @drharshvardhan:  #COVID19  UPDATE  ⏺️Recovery  Rate  continues  the  uptrend  nearly  72%  today  ⏺️53322  patients  recovered  and  discharged  in…
1	34  people  were  granted  a  compassionate  exemption  to  attend  a  funeral  or  grieve  with  family.  These  people  either  returned  to  the  facility  or  self  -isolated  at  an  agreed  location.  16  application  were  granted  an  exemption  to  self-isolate  with  a  family  member  who  was  close  to  dying.
0	@TejinderSsodhi  I  can't  understand  Sir  your  mocking  or  not,    But  Coronil  has  actually  benefited  many  people  with  COVID  positive.  I've  seen  many  people  and  I  know  them.
0	It  was  claimed  that  Israelis  discovered  vaccine  for  Coronavirus  and  no  more  deaths  will  be  there
1	#Wildfire  smoke  symptoms  are  too  similar  to  #coronavirus  adding  pressure  to  strapped  EDs.  https://t.co/VPuRrkopvS
0	WHO  announces  Algeria  outside  of  danger  regarding  COVID-19.
1	Thanks  for  bearing  with  us  as  we  get  a  handle  on  the  new  outcomes  data  that  we're  reporting.  It's  a  bear  and  the  data  definitions  are  a  little  unclear  and  we  are  running  slightly  different  processes.  We'll  wring  the  problems  out  over  the  next  few  days.
1	The  second  case  is  a  man  in  his  thirties  who  arrived  in  New  Zealand  from  India  on  the  15th  of  June.  He  has  been  staying  at  the  Grand  Millennium.  He  has  not  recorded  any  symptoms  at  this  point  The  man’s  wife  who  he  travelled  with  has  also  not  reported  any  symptoms.
0	China  just  built  57  floors  new  hospital  special  for  virus  Corona    patients  .  In  the  16  hours  finished  the  first  floors  .  19  days  finished    57  floors  hospital  include  the  water  and  electric  power  and  all    hospital  equipment  .
1	As  of  now  there  is  no  vaccine  for  #COVID19  available  anywhere  in  the  world.  However  #clinicaltrials  for  several  #COVID19  vaccines  are  underway.  Due  to  multiple  variables  involved  and  the  complexity  of  the  process  we  cannot  commit  a  date/timeline  for  the  launch  of  the  vaccine.  https://t.co/ONJtyyBeR1
0	NEW:  You  may  have  noticed  there  are  new  settings  on  your  phone  for  tracking  COVID-19.  What’s  that  all  about?  Not  an  unauthorized  surveillance  plot  as  one  popular  social  media  rumor  suggests.  https://t.co/C2yTwOK7It  https://t.co/nFa5yuxABy
0	Prime  Minister  Narendra  Modi  announced  a  14-hour  curfew  as  the  virus  lives  for  12  hours  on  surfaces.
0	Italy  decreases  the  number  of  politicians  to  reduce  expenses  by  COVID-19.
0	The  Italian  government  is  prohibiting  Christian  masses  while  it  allows  prayers  in  Islamic  Mosques.
1	KOWHEORI-19  (COVID-19)  Update​  ​  There  are  two  new  cases  of  COVID-19  to  report.  The  first  has  been  detected  in  a  recent  returnee  in  a  managed  isolation  facility  and  the  second  is  a  community  case.
1	RT  @MoHFW_INDIA:  Health  Ministry  issues  Updated  Advisory  on  #COVID19  testing.  Simplified  Testing  Procedure  &amp;  ‘On-demand’  Testing  for  the  f…
0	Plandemic:  Indoctornation  claims  that  the  coronavirus  was  designed  in  a  lab  and  global  health  leaders  knew  the  crisis  would  occur
0	The  gammon's  guide  to  flying  in  the  age  of  Covid-19  https://t.co/QufeX2cwHc  https://t.co/pQuYfKOKWy
0	Death  of  a  young  Sri  Lankan  nurse  living  in  Adelaide  Australia  was  due  to  COVID-19.
0	@TeamTrump  @realDonaldTrump  China  and  the  World  Health  Organization  must  be  held  accountable  by  every  nation  represented  in  the  #Unitednations  for  the  bio-engineered  global  weapon,  the  #WuhanCoronavirus  to  every  country  and  government  and  accountable  financially  to  every  man  woman  and  child.  @SenTomCotton  https://t.co/Hx147yNwIG
1	In  some  cases  people  can  spread  #COVID19  to  pets.  But  the  risk  of  animals  spreading  COVID-19  to  humans  is  low.  There  is  no  need  to  abandon  or  harm  pets.  Learn  more  about  keeping  your  pets  safe:  https://t.co/G8dUIQxiWR.  https://t.co/gwYVlRSRJJ
0	If  homeopathy  worked  for  Prince  Charles-COVID  -19  we  should  also  start  looking  for  cures  in  Traditional  Indian  Medicine  more  efficaciously.    I  appeal  to  @moayush  to  redouble  it’s  efforts  &  incentive  those  Indian  Institutions  for  eg.  @SoukyaOfficial  that  are  doing  pioneering  work
1	The  #coronavirus  R  number  could  now  be  as  high  as  1.4  in  Scotland  First  Minister  Nicola  Sturgeon  has  confirmed.  Follow  latest  #COVID19  updates  👇  https://t.co/NyZLPJyfxM
0	???The  CDC  may  have  to  stop  calling  COVID-19  an  ???epidemic???  due  to  a  remarkably  low  death  rate.??�
0	CDC  Issues  Immediate  Halt  to  Colonoscopies  Due  to  Backdoor  Corona  Danger  https://t.co/y9BBcOHaES  #coronavirus  #cdc  #colonoscopy  #covid19
0	Pope  Francis  Dying  Of  The  Coronavirus?  https://t.co/WjInjKYi4a
1	76%  of  countries  reported  reductions  in  outpatient  care  attendance  due  to  lower  demand  and  other  factors  such  as  #COVID19  lockdowns  and  financial  difficulties.  👉https://t.co/R5ssfz6cDl  https://t.co/YXn76gqa9C
1	RT  @drharshvardhan:  The  #iGoT  pilot  model  has  trained  #COVIDwarriors  and  led  India's  fight  against  #coronavirus.  #COVID19  #MissionKarmayog…
0	Advice  about  coronavirus  prevention  and  remedies  allegedly  from  Stanford  Hospital.
0	Jorge  Luis  Sonnante  published  a  16-minute  video  that  went  viral  on  networks.  In  the  video  Sonnante  (who  describes  himself  as  a  "deacon"  but  gives  falsified  evidence  of  this  charge)  mixes  several  conspiracy  theories  some  meaningless  others  already  denied  about  the  pandemic  caused  by  the  SARS  coronavirus  -CoV-2.
0	Agreeing  with  msm  that  the  virus  exists,  as  bioweapon  or  natural,  justifies  need  for  lockdowns,  etc.,  re  "virus"  at  least  "just  to  be  safe".  We  don't  get  to  choose  whether  to  buy  into  science  or  not.  It's  not  just  Kaufman.  There  is  a  lot  of  good  work  being  done  by  many.
1	Nearly  22000  deaths  have  occurred  in  long-term  facilities  in  the  South—almost  14000  in  June  July  and  August.  Georgia  and  Florida  have  seen  their  highest  death  tolls  in  the  past  four  weeks—over  350  a  week  in  Florida  and  over  100  a  week  in  Georgia.  https://t.co/RC56clVQ1e
1	Our  number  of  newly  reported  COVID-19  deaths  includes  322  deaths  in  Texas  as  the  state  reported  today.  However  Texas  also  removed  200+  deaths  from  its  cumulative  totals  due  to  an  “automation  error”  so  the  cumulative  counts  on  https://t.co/PZrmH4bl5Y  reflect  this  adjustment.
1	What  will  remain  of  at-home  and  telehealth  innovations  in  the  post-COVID  era  is  the  million-dollar  question.  https://t.co/g5R6a1BbuD
1	#CoronaVirusUpdates:  #COVID19  testing  status  update:  @ICMRDELHI  stated  that  056260928  samples  tested  up  to  September  12  2020  1071702  sample  tested  on  September  12  2020  #StaySafe  #IndiaWillWin  https://t.co/YdICtEZHTS
1	Update  about  COVID-19  There  is  one  new  case  of  COVID-19  in  managed  isolation  in  New  Zealand  today.  It  has  been  90  days  since  the  last  case  of  COVID-19  was  acquired  locally  from  an  unknown  source.
0	The  Centers  for  Disease  Control  and  Prevention  applied  for  an  "illegal"  patent  related  to  the  virus  that  causes  SARS.
1	COVID-19  Update​  ​  There  are  two  new  community  cases  of  COVID-19.  Both  new  cases  have  an  epidemiological  link  to  an  existing  case  and  they  are  both  associated  with  the  bereavement  events  sub-cluster  that  is  epidemiologically  linked  to  the  Mt  Roskill  Evangelical  Fellowship  group.
1	They  have  been  in  self-isolation  since  that  case  was  notified.⁣  ⁣  The  second  is  a  person  who  has  travelled  back  from  overseas  so  is  an  imported  case.  ⁣  ⁣  Today’s  cases  bring  New  Zealand’s  combined  total  of  confirmed  and  probable  COVID-19  cases  to  1494.⁣
1	Collecting  data  about  race  is  fundamental  to  understanding  this  outbreak.  We  know  the  health  care  system  underserves  black  communities.  We  know  that  Latinx  and  Asian  communities  experience  overlapping  but  distinct  barriers  to  care  too.
1	⁣⁣  There  are  75  people  linked  to  the  community  cluster  who  remain  at  the  Auckland  quarantine  facility  which  includes  58  people  who  have  tested  positive  for  COVID-19.  ​⁣⁣
0	We  updated  our  timeline  of  Donald  Trump’s  shifting  response  to  the  coronavirus.  https://t.co/pgXjssssu9  Share  any  Trump  moments  you  think  belong.
0	Study  finds  evidence  of  heart  damage  in  college  athletes  with  COVID-19  https://t.co/WVYOk4lfZN
1	@PiaBizLaw  Kia  ora  Recovered  cases  are  people  who  had  the  virus  are  at  least  10  days  since  onset  and  have  not  exhibited  symptoms  for  48  hours  and  have  been  cleared  by  the  health  professional  responsible  for  their  monitoring.
1	The  latest  CDC  #COVIDView  shows  indicators  used  to  monitor  #COVID19  remain  below  the  peaks  from  March  and  April.  However  multiple  parts  of  the  U.S.  are  seeing  increases  in  levels  of  COVID-like  illness  &amp;  the  percentage  of  ppl  testing  positive  for  #COVID19:  https://t.co/zP4VYlo0Pb  https://t.co/o3cS7we9ZS
0	To  Manage  this  covid19  pandemic  exhaustive  distribution  of  Homoeopathic  preventive  "Arsenicum  album  30"  #IndiaFightsCorona  @CollectorJamngr  https://t.co/7xZr8w1wM2
1	#HCPs:  Today  at  2pm  ET  log  in  to  COCA  Facebook  profile  or  call  in.  COCA  Call  Topic:  #COVID19  Update–Information  for  Clinicians  Caring  for  Children  and  Pregnant  Women.  Learn  more  about  the  event  at  https://t.co/mAtuWWiT8J.  https://t.co/VJIu31jGjY
1	Ireland's  entire  cabinet  will  "restrict  their  movements"  after  the  health  minister  felt  unwell  and  was  tested  for  #coronavirus  it  has  been  reported  https://t.co/i5zO9bFugY
1	We’re  proud  to  announce  the  inclusion  of  2  new  labs  to  the  molecular  laboratory  network  for  #COVID19  at  🧪Usman  Danfodio  University  Teaching  Hospital  Sokoto  🧪Ahmadu  Bello  University  Zaria  Kaduna  This  brings  the  number  of  labs  with  capacity  to  test  for  #COVID19  to  15  https://t.co/HEzLh7U739
1	RT  @DDIndialive:  West  Bengal:  Kolkata  Metro  Rail  Authority  decides  to  resume  services  from  September  14  in  compliance  with  standard  operati…
0	Not  one  politician  has  died  from  the  virus.
1	The  South  reported  nearly  65%  of  the  cases  in  the  country  today.  At  ~39k  that's  more  in  one  region  than  the  country  had  ever  reported  before  June  25.  https://t.co/XleLd3UNjw
1	#COVID19  vaccine  will  cost  too  much  to  be  accessible  for  most  Americans.  https://t.co/zM1ILb6msv
1	We  are  tracking  the  number  of  people  who  have  been  tested  here  which  is  different  from  "number  of  tests"  which  is  what  the  CDC  has  released  so  far.  Washington  has  tested  the  most  people  and  has  the  most  cases  (267).  NY  now  second  for  cases  at  216.
1	Community  spread  of  #COVID19  is  occurring  in  parts  of  the  US  including  Washington  Oregon  and  California.  We  expect  to  identify  more  cases  of  coronavirus  disease  2019.  https://t.co/KuLXWPdC15.  https://t.co/tIZw3JwdbF
1	#IndiaFightsCorona:  A  group  of  scientists  is  working  on  genomic  sequences  of  SARS-CoV-2  to  identify  genetic  variability  &amp;  potential  molecular  targets  in  virus  &amp;  human  to  find  the  best  possible  answer  to  combat  the  #COVID19  virus.  #StaySafe  #IndiaWillWin  1/2  https://t.co/d7oiT1siwC
0	Starting  in  March  if  you  travel  outside  of  the  United  States  you  won???t  be  allowed  back  in  the  country  ???due  to  high  risk  of  the  coronavirus.??�
